Tournament,Stage,Match Type,Map,Agent,Pick Rate
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,sova,75%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,yoru,75%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,chamber,50%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,vyse,50%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,jett,25%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,tejo,25%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,breach,25%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,kayo,25%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,omen,25%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,fade,25%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,iso,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,skye,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,cypher,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,viper,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,sage,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,raze,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,clove,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,neon,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,astra,100%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,sova,100%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,yoru,50%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,chamber,50%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,vyse,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,jett,50%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,tejo,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,breach,50%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,kayo,50%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,omen,50%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,fade,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,iso,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,skye,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,cypher,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,viper,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,sage,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,raze,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,clove,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,neon,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Abyss,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,astra,100%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,sova,50%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,yoru,100%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,chamber,50%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,vyse,100%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,jett,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,tejo,50%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,breach,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,kayo,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,omen,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,fade,50%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,iso,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,skye,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,cypher,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,viper,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,sage,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,raze,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,clove,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,neon,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,yoru,80%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,tejo,70%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,breach,60%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,astra,60%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,vyse,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,omen,30%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,sova,30%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,viper,20%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,chamber,20%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,brimstone,20%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,fade,10%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,iso,10%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,jett,10%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,kayo,10%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,cypher,10%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,raze,10%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,skye,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,clove,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,sage,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,neon,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,All Maps,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,yoru,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,tejo,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,breach,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,astra,100%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,vyse,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,omen,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,sova,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,viper,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,chamber,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,fade,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,iso,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,jett,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,kayo,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,cypher,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,raze,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,skye,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,clove,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,sage,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,neon,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Abyss,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,yoru,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,tejo,100%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,breach,100%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,astra,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,vyse,100%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,omen,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,sova,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,viper,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,chamber,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,brimstone,100%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,fade,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,iso,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,jett,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,kayo,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,cypher,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,raze,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,skye,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,clove,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,sage,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,neon,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Fracture,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,yoru,100%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,tejo,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,breach,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,astra,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,vyse,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,omen,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,sova,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,viper,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,chamber,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,fade,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,iso,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,jett,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,kayo,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,cypher,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,raze,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,skye,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,clove,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,sage,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,neon,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Haven,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,yoru,100%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,tejo,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,breach,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,astra,100%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,vyse,100%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,omen,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,sova,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,viper,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,chamber,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,fade,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,iso,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,jett,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,kayo,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,cypher,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,raze,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,skye,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,clove,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,sage,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,neon,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Pearl,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,yoru,100%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,tejo,100%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,breach,100%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,astra,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,vyse,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,omen,50%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,sova,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,viper,100%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,chamber,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,fade,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,iso,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,jett,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,kayo,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,cypher,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,raze,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,skye,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,clove,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,sage,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,neon,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Grand Final,Split,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,omen,50%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,astra,45%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,jett,45%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,raze,40%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,breach,35%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,sova,35%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,kayo,35%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,viper,30%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,tejo,30%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,fade,30%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,vyse,25%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,cypher,25%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,brimstone,20%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,yoru,15%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,killjoy,10%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,neon,5%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,sage,5%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,skye,5%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,gekko,5%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,deadlock,5%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,clove,5%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,iso,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,chamber,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,All Maps,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,omen,67%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,astra,83%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,jett,100%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,raze,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,breach,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,sova,100%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,kayo,67%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,viper,17%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,tejo,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,fade,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,vyse,17%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,cypher,33%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,yoru,17%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,neon,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,sage,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,skye,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,clove,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,iso,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,chamber,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,omen,100%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,astra,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,jett,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,raze,75%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,breach,75%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,sova,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,kayo,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,viper,25%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,tejo,50%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,fade,50%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,vyse,50%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,cypher,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,yoru,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,neon,25%
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Lotus,sage,0%
