tournament,stage,match_type,match_name,map,elimination,detonated,defused,time_expiry_no_plant,eliminated,defused_failed,detonation_denied,time_expiry_failed_to_plant,team_id
Valorant Champions 2025,Playoffs,Lower Round 3,DRX vs Paper Rex,Ascent,12,1,1,1,13,0,0,0,8185
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,Bind,3,0,4,0,6,3,4,0,6961
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Icebox,11,0,2,0,6,1,3,0,7035
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Haven,12,1,0,0,1,0,0,0,278
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Icebox,5,1,6,1,2,0,2,0,878
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Bind,3,1,0,1,10,1,2,0,731
VCT 2025: China Stage 2,Playoffs,Lower Round 1,All Gamers vs FunPlus Phoenix,Icebox,6,1,6,0,4,0,1,1,1119
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Fracture,3,2,0,1,9,2,2,0,1001
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,Haven,7,0,2,0,10,0,3,0,6199
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Lotus,8,1,4,0,4,2,2,0,8304
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,Lotus,5,2,3,0,8,1,4,0,13581
VCT 2025: Americas Stage 1,Group Stage,Week 1,2Game Esports vs Evil Geniuses,Haven,7,1,3,0,9,1,3,0,15072
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Split,9,2,2,0,2,3,3,0,188
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Pearl,3,0,0,0,8,1,3,1,466
VCT 2025: Americas Kickoff,Main Event,Upper Final,Sentinels vs G2 Esports,Abyss,8,3,2,0,4,3,0,0,11058
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,7,2,4,0,8,1,2,0,
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Corrode,8,2,3,0,5,1,0,0,5248
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,Sunset,6,0,0,0,11,0,2,0,5448
Valorant Masters Toronto 2025,Playoffs,Grand Final,Paper Rex vs FNATIC,Sunset,9,3,0,1,8,1,2,0,624
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Haven,10,2,1,0,2,0,4,0,14
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Split,7,0,0,0,10,0,3,0,731
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,Haven,8,0,4,1,5,0,0,0,11981
VCT 2025: China Stage 1,Playoffs,Lower Round 3,EDward Gaming vs Bilibili Gaming,Icebox,3,3,2,0,9,1,3,0,1120
VCT 2025: Americas Stage 1,Group Stage,Week 1,2Game Esports vs Evil Geniuses,Lotus,7,1,4,1,4,1,3,0,5248
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Haven,1,0,2,0,6,5,2,0,278
Valorant Champions 2025,Group Stage,Opening (D),G2 Esports vs Team Heretics,Corrode,11,1,1,0,6,1,3,0,1001
Valorant Champions 2025,Group Stage,Decider (A),GIANTX vs Xi Lai Gaming,Bind,9,0,3,0,8,3,3,0,13581
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,5,1,2,0,12,0,1,0,6199
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs TYLOO,Bind,2,4,0,4,8,1,3,1,12685
VCT 2025: China Stage 2,Group Stage,Week 4,TYLOO vs JDG Esports,Corrode,5,1,0,0,8,0,5,0,13576
Valorant Masters Toronto 2025,Playoffs,Lower Final,Wolves Esports vs FNATIC,Split,9,2,2,0,5,2,0,2,2593
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,12,1,0,0,3,0,2,1,11060
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Icebox,9,3,1,0,4,0,1,0,13576
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Icebox,7,0,1,0,9,1,3,0,731
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Lotus,8,3,0,0,9,1,3,0,5248
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,8,4,1,0,3,0,0,0,474
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,9,1,3,1,7,2,1,2,8877
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,Split,7,0,5,1,2,1,0,0,7386
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,4,1,2,3,8,2,3,0,878
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Corrode,5,2,6,0,4,1,4,1,188
VCT 2025: EMEA Stage 2,Group Stage,Week 3,FUT Esports vs GIANTX,Sunset,9,0,2,2,7,0,4,0,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 5,GIANTX vs Team Heretics,Haven,3,0,0,0,8,0,4,1,14419
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,Bind,5,0,2,1,5,1,4,3,8877
VCT 2025: EMEA Stage 2,Showmatch,Main Event,Team France vs Team EMEA,Corrode,9,2,2,0,3,0,3,1,19722
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs TYLOO,Bind,8,1,3,1,2,4,0,4,731
VCT 2025: China Stage 2,Playoffs,Lower Round 1,EDward Gaming vs Trace Esports,Sunset,8,0,3,2,7,1,1,1,1120
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,Sunset,9,2,2,0,5,0,0,1,2
VCT 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,Fracture,11,2,3,2,11,0,5,0,1184
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,Split,9,1,1,0,6,4,2,1,7035
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Pearl,7,0,3,0,11,1,1,0,13576
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,Lotus,8,1,4,0,5,2,3,0,12685
VCT 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,Split,3,3,3,1,8,2,3,0,6961
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Icebox,3,0,2,0,7,3,2,1,188
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Haven,10,1,2,0,4,0,0,0,188
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Split,8,2,3,0,4,1,2,0,11058
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Pearl,11,1,4,0,6,0,8,0,14
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Fracture,8,1,4,0,9,0,0,1,7035
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Split,7,3,0,1,9,1,2,1,14
VCT 2025: Americas Kickoff,Main Event,Upper Final,Sentinels vs G2 Esports,Pearl,10,0,3,0,4,1,2,0,11058
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,7,1,2,3,5,2,3,0,8185
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Icebox,10,0,4,0,9,0,3,0,188
VCT 2025: EMEA Stage 2,Group Stage,Week 3,FUT Esports vs GIANTX,Bind,5,0,0,0,9,2,2,0,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,Bind,3,0,3,0,11,0,2,0,5448
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,Ascent,8,4,0,1,3,3,0,0,11981
VCT 2025: China Stage 2,Playoffs,Lower Round 2,TYLOO vs EDward Gaming,Ascent,10,0,1,0,11,1,0,1,731
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,5,3,2,1,6,3,2,2,11058
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Pearl,4,1,2,0,8,1,3,1,918
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,Haven,9,0,4,0,5,0,1,0,11328
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Icebox,7,1,5,0,7,0,4,0,2
VCT 2025: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Bind,2,0,1,0,10,0,2,1,1119
Valorant Champions 2025,Group Stage,Decider (D),T1 vs G2 Esports,Lotus,7,1,1,0,7,2,3,1,14
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Team Liquid vs Karmine Corp,Lotus,7,2,3,0,9,1,4,0,8877
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Ascent,10,1,2,0,5,2,2,1,474
VCT 2025: China Stage 1,Playoffs,Lower Round 2,EDward Gaming vs Dragon Ranger Gaming,Ascent,5,0,3,0,12,1,0,0,11981
VCT 2025: Americas Stage 1,Group Stage,Week 3,Cloud9 vs MIBR,Haven,5,4,2,0,7,4,2,0,188
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,Fracture,7,0,5,1,3,0,1,0,1120
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,12,3,1,1,9,3,3,0,
VCT 2025: Americas Stage 2,Group Stage,Week 1,MIBR vs KRÜ Esports,Ascent,9,0,3,1,1,0,0,0,2355
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Sunset,7,1,5,0,5,0,5,0,397
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Corrode,3,2,2,0,8,3,2,0,918
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,Bind,5,3,3,0,11,0,0,2,8304
VCT 2025: China Stage 2,Group Stage,Week 4,TYLOO vs JDG Esports,Haven,5,0,2,0,7,2,3,1,731
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Vitality vs Team Heretics,Icebox,1,0,5,0,5,4,3,1,2059
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Icebox,8,0,5,0,2,1,0,0,624
VCT 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,Lotus,9,1,3,0,7,2,1,0,11058
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Team Vitality vs T1,Bind,6,1,1,1,10,1,2,0,14
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,7,1,4,1,5,0,0,0,11058
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Split,6,1,6,0,14,0,1,0,11058
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Split,14,0,1,0,6,1,6,0,14
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,6,2,4,1,4,3,0,0,466
VCT 2025: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Lotus,10,0,2,1,3,1,1,0,1120
Valorant Champions 2025,Playoffs,Lower Round 2,Paper Rex vs Team Heretics,Bind,6,3,4,0,8,0,1,0,1001
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG vs LOUD,Haven,1,0,2,1,7,4,2,0,6961
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,Sunset,7,0,6,0,1,2,0,0,15072
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Sunset,8,0,1,1,8,1,4,0,120
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,Sunset,8,0,4,1,6,1,3,0,7386
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Lotus,7,1,5,0,7,1,2,0,8877
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,Corrode,6,1,0,0,10,1,2,0,918
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,Sunset,11,1,1,0,5,1,0,1,5448
VCT 2025: China Stage 2,Group Stage,Week 1,Wolves Esports vs FunPlus Phoenix,Corrode,9,3,1,0,3,2,2,0,11328
VCT 2025: China Stage 2,Playoffs,Upper Final,Dragon Ranger Gaming vs Bilibili Gaming,Lotus,6,1,1,1,11,1,1,0,11981
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Rex Regum Qeon vs Wolves Esports,Ascent,8,2,3,0,8,3,0,0,13790
VCT 2025: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs Karmine Corp,Pearl,8,0,2,1,10,0,1,2,8877
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,Fracture,7,3,3,0,6,2,1,1,397
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Lotus,12,0,1,0,8,0,0,0,14
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Split,6,0,7,0,6,0,3,2,5248
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Split,12,0,1,0,6,0,0,0,918
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,NRG vs KRÜ Esports,Haven,3,2,5,0,8,0,3,2,2355
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming vs Sentinels,Lotus,6,3,3,1,7,2,2,0,13581
VCT 2025: Americas Stage 2,Group Stage,Week 2,FURIA vs Sentinels,Icebox,0,0,0,0,10,2,1,0,2406
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Lotus,5,3,3,0,6,3,4,0,2359
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Natus Vincere vs FNATIC,Icebox,8,0,3,0,5,1,6,1,4915
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Fracture,11,0,2,0,6,1,1,0,12064
VCT 2025: Americas Stage 1,Group Stage,Week 2,G2 Esports vs MIBR,Ascent,9,2,1,1,4,1,3,0,11058
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Ascent,5,0,3,0,7,3,3,0,7386
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,KRÜ Esports vs LOUD,Haven,5,0,0,2,12,0,0,1,2355
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Cloud9 vs MIBR,Pearl,8,2,3,0,1,2,4,0,7386
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,Lotus,3,2,5,1,6,3,4,0,2
VCT 2025: China Kickoff,Main Event,Lower Round 1,Xi Lai Gaming vs All Gamers,Lotus,8,0,5,0,4,0,0,0,13581
VCT 2025: China Kickoff,Main Event,Grand Final,Trace Esports vs EDward Gaming,Fracture,11,0,2,0,2,0,0,0,1120
VCT 2025: EMEA Stage 2,Group Stage,Week 3,FUT Esports vs GIANTX,Bind,9,2,2,0,5,0,0,0,1184
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,Sunset,7,0,3,0,6,4,3,0,2593
VCT 2025: China Stage 2,Group Stage,Week 2,All Gamers vs Wolves Esports,Corrode,13,0,0,0,3,0,1,0,1119
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Icebox,9,1,3,0,5,1,3,0,12010
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs BBL Esports,Fracture,11,0,2,0,6,1,0,0,474
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,Pearl,3,3,3,2,7,1,2,3,278
VCT 2025: Americas Stage 1,Group Stage,Week 3,Cloud9 vs MIBR,Haven,7,4,2,0,5,4,2,0,7386
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,DRX vs Sentinels,Haven,8,0,2,0,10,1,2,0,2
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,Abyss,7,1,6,0,9,2,5,0,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Pearl,9,1,3,0,5,2,2,0,397
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,6,2,1,0,11,1,1,0,2
Valorant Champions 2025,Group Stage,Elimination (D),G2 Esports vs Dragon Ranger Gaming,Lotus,8,2,3,0,1,0,6,0,11058
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Ascent,4,5,2,0,11,0,2,0,11058
Valorant Champions 2025,Playoffs,Upper Semifinals,FNATIC vs Paper Rex,Haven,1,0,2,1,9,3,1,0,624
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Lotus,0,0,0,1,10,3,0,0,278
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,Lotus,7,2,1,0,8,4,1,0,918
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,Lotus,9,2,1,1,4,2,1,0,918
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Haven,6,3,4,0,3,0,2,0,11060
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Pearl,10,1,4,0,8,2,3,0,624
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Pearl,9,1,3,0,9,0,2,0,11058
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Split,6,4,3,0,2,0,3,0,11058
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,Split,7,2,1,1,8,1,3,1,8185
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Pearl,5,3,4,1,6,2,0,0,14
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,Bind,7,5,0,0,11,2,1,0,120
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,Corrode,8,1,1,1,6,3,4,0,11058
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Vitality vs Team Heretics,Haven,6,1,4,0,6,2,5,0,2059
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Rex Regum Qeon vs DRX,Bind,5,3,4,0,5,4,4,1,878
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,Lotus,10,1,3,0,6,1,1,0,8304
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Liquid vs FUT Esports,Lotus,7,0,6,0,1,0,0,0,474
VCT 2025: Americas Stage 1,Group Stage,Week 1,MIBR vs LEVIATÁN,Icebox,4,4,0,0,9,1,2,1,2359
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Split,10,0,2,1,2,0,2,0,2059
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Pearl,4,3,2,0,7,2,4,0,120
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Ascent,8,2,2,1,7,0,1,1,5248
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,Sunset,8,2,3,0,2,0,4,0,2355
VCT 2025: EMEA Stage 2,Group Stage,Week 4,KOI vs Apeks,Lotus,7,2,3,1,6,1,2,0,11479
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Apeks vs FNATIC,Bind,11,0,2,0,4,1,0,0,2593
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Team Liquid vs Karmine Corp,Bind,10,2,0,1,11,0,4,0,474
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,Bind,4,2,2,0,9,2,2,0,918
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,Ascent,8,1,4,0,4,1,3,0,5448
VCT 2025: China Stage 2,Group Stage,Week 4,TYLOO vs JDG Esports,Ascent,5,0,0,0,10,0,2,1,13576
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Ascent,8,2,3,0,4,1,0,2,2593
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,Pearl,4,0,2,1,10,0,3,0,1119
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,Fracture,11,0,2,0,2,2,1,0,120
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,LEVIATÁN vs FURIA,Haven,3,3,2,0,9,3,1,0,2406
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,Icebox,5,3,1,1,6,4,3,0,120
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves vs Evil Geniuses,Bind,9,0,3,1,2,2,0,0,120
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,Haven,7,3,5,0,11,1,1,0,878
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,Lotus,6,0,5,2,5,0,1,0,2
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Natus Vincere vs GIANTX,Split,0,0,0,0,9,0,1,3,14419
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,Split,10,1,2,0,7,0,1,0,2593
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,Haven,4,0,1,0,12,0,1,0,5448
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Ascent,9,3,1,0,2,0,1,0,8185
VCT 2025: China Stage 1,Group Stage,Week 5,EDward Gaming vs FunPlus Phoenix,Split,9,1,3,0,4,0,3,2,1120
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs Dragon Ranger Gaming,Fracture,10,1,3,0,7,2,3,0,11981
VCT 2025: Americas Stage 1,Group Stage,Week 5,LEVIATÁN vs NRG,Fracture,6,3,4,0,9,1,3,2,2359
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,7,0,4,0,12,0,1,0,14
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,9,0,3,1,2,1,1,0,12694
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Split,9,0,2,0,11,0,2,0,624
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Lotus,5,1,2,0,5,4,4,0,918
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,Split,7,3,0,2,10,1,3,0,5248
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,G2 Esports vs Cloud9,Lotus,5,1,0,0,6,2,5,0,188
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs 2Game Esports,Abyss,6,5,2,0,2,0,1,0,2355
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,Lotus,8,1,3,1,2,4,1,0,2359
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,Fracture,10,1,1,1,4,2,0,1,11328
VCT 2025: China Kickoff,Main Event,Upper Final,Bilibili Gaming vs Trace Esports,Bind,7,2,3,1,4,0,4,0,12685
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Gentle Mates vs BBL Esports,Lotus,11,0,1,0,12,0,1,1,12694
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Haven,6,0,6,1,4,0,1,0,918
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,Lotus,6,0,0,0,9,3,1,0,278
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Ascent,12,0,1,0,3,0,2,2,624
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Xi Lai Gaming,Haven,9,3,1,0,0,1,2,0,13581
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Sunset,11,1,1,0,3,0,2,0,624
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,Sunset,5,0,0,1,9,2,2,0,13581
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Fracture,6,1,1,0,9,2,2,0,397
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Pearl,11,1,1,0,3,2,2,0,11060
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,Fracture,9,3,1,0,5,0,2,0,1119
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Icebox,9,2,2,0,2,1,1,1,7386
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,Bind,10,1,1,1,5,1,2,0,1120
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,G2 Esports vs Cloud9,Abyss,4,1,8,0,3,2,3,0,11058
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,Lotus,9,1,2,0,10,0,3,1,1120
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Icebox,6,0,6,1,5,1,2,1,2593
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,Lotus,10,0,3,0,7,1,0,0,14137
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Icebox,7,0,4,0,7,1,5,0,11058
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,8,1,6,0,6,0,7,0,2593
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Abyss,7,0,5,1,2,0,1,0,8185
VCT 2025: Americas Kickoff,Main Event,Lower Round 4,MIBR vs KRÜ Esports,Split,4,4,2,1,9,1,3,0,2355
VCT 2025: China Kickoff,Main Event,Lower Round 2,JDG Esports vs Xi Lai Gaming,Haven,7,1,4,1,4,0,2,0,13581
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,Corrode,0,0,2,0,8,4,1,0,2406
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Bind,10,0,3,0,1,0,3,0,474
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Sunset,8,1,2,0,8,0,4,1,8877
