tournament,stage,match_type,match_name,action,map,team_id
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,ban,Fracture,11060
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,ban,Ascent,13576
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Titan Esports Club vs Wolves Esports,ban,Pearl,14137
VCT 2025: Americas Stage 1,Group Stage,Week 3,Cloud9 vs MIBR,pick,Lotus,188
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,ban,Fracture,11058
VCT 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,pick,Ascent,2406
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,ban,Lotus,4915
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,pick,Bind,14
VCT 2025: China Kickoff,Main Event,Lower Round 1,Dragon Ranger Gaming vs TYLOO,ban,Lotus,731
Valorant Champions 2025,Group Stage,Decider (C),DRX vs Team Liquid,ban,Sunset,8185
VCT 2025: Americas Stage 2,Group Stage,Week 2,2Game Esports vs G2 Esports,ban,Sunset,11058
VCT 2025: Americas Stage 2,Group Stage,Week 2,Cloud9 vs Evil Geniuses,ban,Ascent,188
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,ban,Sunset,
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Gentle Mates vs BBL Esports,pick,Lotus,12694
VCT 2025: EMEA Stage 2,Group Stage,Week 5,KOI vs Natus Vincere,ban,Haven,4915
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,pick,Haven,1001
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,ban,Corrode,14419
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,ban,Sunset,8185
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,ban,Haven,11981
VCT 2025: China Stage 2,Group Stage,Week 4,TYLOO vs JDG Esports,pick,Ascent,13576
VCT 2025: Americas Stage 1,Group Stage,Week 5,LEVIATÁN vs NRG,ban,Split,
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,T1 vs DRX,ban,Abyss,14
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,T1 vs DRX,ban,Split,8185
Valorant Masters Bangkok 2025,Playoffs,Upper Final,EDward Gaming vs G2 Esports,ban,Haven,11058
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,ban,Split,8877
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,pick,Lotus,17
Valorant Champions 2025,Group Stage,Elimination (D),G2 Esports vs Dragon Ranger Gaming,ban,Haven,11981
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,pick,Corrode,2
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,ban,Lotus,878
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,ban,Ascent,918
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,pick,Sunset,624
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,pick,Sunset,12010
VCT 2025: China Stage 2,Group Stage,Week 3,Nova Esports vs All Gamers,ban,Icebox,1119
VCT 2025: China Stage 2,Group Stage,Week 4,Bilibili Gaming vs EDward Gaming,ban,Icebox,1120
VCT 2025: China Stage 2,Playoffs,Grand Final,Dragon Ranger Gaming vs Bilibili Gaming,pick,Sunset,11981
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,ban,Fracture,14419
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,ban,Icebox,14
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,pick,Icebox,8304
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,Bilibili Gaming vs Wolves Esports,pick,Split,13790
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,ban,Lotus,12694
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,pick,Lotus,14419
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,pick,Lotus,2059
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,ban,Haven,120
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Bilibili Gaming vs Xi Lai Gaming,ban,Bind,12010
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,pick,Lotus,11981
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,pick,Abyss,1120
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,ban,Bind,
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,ban,Lotus,120
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,ban,Icebox,2355
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,pick,Haven,878
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,pick,Lotus,8877
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,ban,Pearl,14
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,ban,Haven,8185
VCT 2025: China Stage 1,Playoffs,Upper Final,Wolves Esports vs Xi Lai Gaming,ban,Fracture,13790
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,G2 Esports vs LEVIATÁN,ban,Split,2359
VCT 2025: Americas Kickoff,Main Event,Lower Round 4,MIBR vs KRÜ Esports,ban,Haven,7386
VCT 2025: China Kickoff,Main Event,Lower Round 1,Dragon Ranger Gaming vs TYLOO,ban,Split,731
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,ban,Icebox,2359
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,ban,Icebox,11060
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,pick,Haven,17
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,ban,Split,2
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Heretics vs GIANTX,ban,Icebox,14419
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Apeks vs FNATIC,ban,Fracture,11479
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,ban,Pearl,8304
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,ban,Fracture,6199
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,ban,Haven,624
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,ban,Lotus,13576
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,ban,Icebox,12010
VCT 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,pick,Lotus,11058
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,ban,Haven,7386
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,pick,Abyss,11058
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,ban,Bind,13576
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,pick,Icebox,12010
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,pick,Lotus,2593
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,ban,Pearl,4915
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,pick,Icebox,11328
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Titan Esports Club vs Wolves Esports,ban,Fracture,13790
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Team Vitality vs T1,ban,Abyss,14
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,pick,Abyss,4915
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Liquid vs FNATIC,ban,Lotus,2593
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Team Liquid vs Karmine Corp,pick,Bind,8877
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,ban,Bind,14
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,ban,Fracture,4915
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,ban,Lotus,878
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,pick,Icebox,13790
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,ban,Icebox,12685
VCT 2025: China Stage 1,Group Stage,Week 5,Dragon Ranger Gaming vs TYLOO,ban,Pearl,11981
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Xi Lai Gaming vs Nova Esports,pick,Ascent,12064
VCT 2025: China Stage 1,Playoffs,Lower Final,Wolves Esports vs Bilibili Gaming,pick,Haven,13790
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,pick,Icebox,2355
VCT 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,pick,Lotus,6961
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,ban,Abyss,2593
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,ban,Icebox,1184
VCT 2025: EMEA Stage 2,Group Stage,Week 3,FUT Esports vs GIANTX,ban,Ascent,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Natus Vincere vs FNATIC,ban,Sunset,4915
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,ban,Bind,278
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,ban,Icebox,1119
VCT 2025: China Stage 2,Group Stage,Week 4,Bilibili Gaming vs EDward Gaming,pick,Sunset,1120
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,ban,Icebox,878
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,pick,Icebox,8185
VCT 2025: Americas Stage 1,Group Stage,Week 2,G2 Esports vs MIBR,ban,Fracture,7386
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,ban,Ascent,5248
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,G2 Esports vs Trace Esports,pick,Lotus,12685
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,KRÜ Esports vs LOUD,ban,Pearl,2355
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Bilibili Gaming vs FunPlus Phoenix,ban,Split,11328
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,ban,Bind,
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,ban,Lotus,1001
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,ban,Icebox,14419
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,ban,Icebox,14
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,pick,Ascent,11328
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,ban,Ascent,624
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Apeks vs FNATIC,ban,Icebox,2593
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,ban,Icebox,6199
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,ban,Ascent,5448
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,ban,Icebox,278
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,pick,Ascent,278
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,ban,Lotus,13790
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,ban,Pearl,13790
VCT 2025: China Stage 1,Group Stage,Week 4,All Gamers vs JDG Esports,ban,Lotus,13576
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,ban,Haven,13581
VCT 2025: Americas Stage 1,Group Stage,Week 4,FURIA vs Cloud9,pick,Lotus,2406
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,pick,Split,14
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,pick,Haven,14
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,ban,Lotus,474
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,pick,Lotus,1001
VCT 2025: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Dragon Ranger Gaming,ban,Split,13576
VCT 2025: China Kickoff,Main Event,Lower Round 1,Titan Esports Club vs JDG Esports,ban,Split,14137
VCT 2025: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,pick,Fracture,13790
Valorant Champions 2025,Group Stage,Decider (C),DRX vs Team Liquid,ban,Ascent,8185
Valorant Champions 2025,Playoffs,Grand Final,NRG vs FNATIC,ban,Bind,
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,ban,Sunset,5248
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,ban,Corrode,2593
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,ban,Sunset,12694
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Natus Vincere vs Karmine Corp,ban,Haven,4915
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,ban,Haven,11060
VCT 2025: Pacific Stage 2,Group Stage,Week 4,T1 vs DetonatioN FocusMe,pick,Haven,14
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,ban,Bind,12010
VCT 2025: China Stage 2,Playoffs,Lower Round 2,Xi Lai Gaming vs All Gamers,pick,Ascent,13581
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Heretics vs GIANTX,ban,Fracture,1001
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,ban,Icebox,17
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,ban,Split,466
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,ban,Ascent,731
VCT 2025: China Stage 1,Playoffs,Upper Final,Wolves Esports vs Xi Lai Gaming,pick,Lotus,13581
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,pick,Pearl,2
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,ban,Haven,188
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,EDward Gaming vs Team Liquid,ban,Abyss,1120
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,ban,Lotus,12694
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,pick,Abyss,6199
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,FURIA vs Evil Geniuses,pick,Abyss,5248
VCT 2025: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Dragon Ranger Gaming,pick,Abyss,13576
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,ban,Split,11328
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,pick,Icebox,7035
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,ban,Lotus,878
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,ban,Bind,17
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,ban,Haven,6199
VCT 2025: China Stage 2,Group Stage,Week 2,All Gamers vs Wolves Esports,ban,Lotus,13790
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,ban,Sunset,11981
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,ban,Ascent,13581
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Rex Regum Qeon vs Wolves Esports,ban,Split,878
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Apeks vs FNATIC,ban,Pearl,2593
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,ban,Fracture,8877
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,ban,Haven,5448
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,ban,Pearl,11058
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,NRG vs KRÜ Esports,pick,Abyss,2355
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,ban,Fracture,7386
VCT 2025: Americas Kickoff,Main Event,Upper Final,Sentinels vs G2 Esports,ban,Split,2
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,ban,Lotus,2406
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Natus Vincere vs FNATIC,pick,Ascent,2593
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,ban,Lotus,17
VCT 2025: EMEA Stage 1,Group Stage,Week 3,KOI vs BBL Esports,pick,Icebox,7035
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Liquid vs FUT Esports,pick,Lotus,1184
VCT 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FUT Esports,ban,Pearl,397
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,pick,Haven,2059
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,ban,Split,1119
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,ban,Pearl,120
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,pick,Split,6961
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Cloud9 vs MIBR,ban,Fracture,7386
VCT 2025: Americas Stage 2,Group Stage,Week 2,FURIA vs Sentinels,ban,Haven,2406
VCT 2025: China Stage 1,Playoffs,Upper Final,Wolves Esports vs Xi Lai Gaming,pick,Pearl,13790
VCT 2025: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs Evil Geniuses,pick,Lotus,2355
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,ban,Haven,2
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,T1 vs Team Vitality,ban,Pearl,2059
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,ban,Bind,878
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,pick,Bind,120
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,pick,Lotus,2
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Natus Vincere vs Karmine Corp,ban,Ascent,8877
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,ban,Sunset,466
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,ban,Bind,5448
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,ban,Bind,11328
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Natus Vincere vs GIANTX,ban,Icebox,14419
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,pick,Lotus,8185
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,ban,Split,8185
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,pick,Haven,11328
VCT 2025: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs Evil Geniuses,ban,Fracture,2355
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,DRX vs Sentinels,ban,Split,8185
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Team Vitality vs T1,pick,Bind,14
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,ban,Split,12694
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,pick,Bind,1184
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,ban,Haven,5248
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Cloud9 vs MIBR,pick,Lotus,188
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,pick,Sunset,14419
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,ban,Haven,624
Valorant Champions 2025,Playoffs,Grand Final,NRG vs FNATIC,pick,Lotus,2593
VCT 2025: Americas Stage 2,Group Stage,Week 1,LEVIATÁN vs LOUD,ban,Lotus,6961
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,pick,Bind,2355
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,ban,Bind,397
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,ban,Haven,474
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,pick,Lotus,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,ban,Haven,278
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,ban,Haven,11981
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Vitality vs Apeks,ban,Pearl,2059
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,ban,Fracture,11328
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,ban,Pearl,14137
VCT 2025: China Stage 1,Group Stage,Week 5,Dragon Ranger Gaming vs TYLOO,ban,Icebox,11981
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,pick,Lotus,11060
Valorant Champions 2025,Group Stage,Decider (B),MIBR vs Rex Regum Qeon,ban,Lotus,7386
Valorant Champions 2025,Playoffs,Grand Final,NRG vs FNATIC,pick,Corrode,
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,ban,Icebox,15072
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Natus Vincere vs FNATIC,ban,Corrode,2593
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Team Liquid vs Karmine Corp,ban,Haven,474
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Gentle Mates,pick,Haven,12694
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,pick,Haven,17
VCT 2025: China Stage 1,Group Stage,Week 4,All Gamers vs JDG Esports,ban,Ascent,13576
VCT 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,ban,Pearl,11058
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,ban,Split,12694
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,ban,Abyss,120
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,EDward Gaming vs Nova Esports,ban,Pearl,12064
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,pick,Abyss,7386
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,pick,Bind,8877
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,ban,Bind,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,pick,Haven,878
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,ban,Lotus,6199
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,ban,Haven,278
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,pick,Haven,878
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,ban,Corrode,13790
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,ban,Icebox,474
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,ban,Ascent,2059
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,ban,Icebox,278
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,pick,Icebox,624
VCT 2025: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,pick,Pearl,12010
VCT 2025: China Stage 1,Playoffs,Lower Round 3,EDward Gaming vs Bilibili Gaming,ban,Haven,12010
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,pick,Icebox,188
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,ban,Fracture,474
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,ban,Split,278
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,G2 Esports vs Cloud9,ban,Bind,188
VCT 2025: China Kickoff,Main Event,Lower Round 1,Xi Lai Gaming vs All Gamers,ban,Haven,1119
VCT 2025: China Kickoff,Main Event,Lower Round 4,Dragon Ranger Gaming vs EDward Gaming,ban,Fracture,11981
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,ban,Sunset,
Valorant Champions 2025,Group Stage,Opening (D),G2 Esports vs Team Heretics,ban,Abyss,1001
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming vs Sentinels,pick,Abyss,13581
